permit_number,permit_type,street_number,street_name,street_suffix,description,current_status,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days
201705237372,otc alterations permit,510,Townsend,St,"interior tenant improvement of fully sprinklered building. new partitions, finishes, lighting, equipment on 2nd floor.  n/a maher",complete,2017-05-23,2017-07-05,2019-09-10,2021-06-14,2850000,2850000,vacant lot,office,constr_type_1,South of Market,94103,1464177369644,San Francisco,CA,TRUE,0,2017,Jul,2019,Sep,797,2,43,1440
200008309322,additions alterations or repairs,38,Tehama,St,"one-stop,c.h., seismic upgrade & addition of two floors, construct mezzanine,add stairs,open access",complete,2000-08-30,2001-01-04,2003-09-30,2004-10-04,2750000,2750000,wholesale sales,office,constr_type_3,Financial District/South Beach,94105,828800165646,San Francisco,CA,TRUE,0,2001,Jan,2003,Sep,999,2,127,1369
200008309322,additions alterations or repairs,44,Tehama,St,"one-stop,c.h., seismic upgrade & addition of two floors, construct mezzanine,add stairs,open access",complete,2000-08-30,2001-01-04,2003-09-30,2004-10-04,2750000,2750000,wholesale sales,office,constr_type_3,Financial District/South Beach,94105,828801388114,San Francisco,CA,TRUE,0,2001,Jan,2003,Sep,999,2,127,1369
200008309322,additions alterations or repairs,543,Howard,St,"one-stop,c.h., seismic upgrade & addition of two floors, construct mezzanine,add stairs,open access",complete,2000-08-30,2001-01-04,2003-09-30,2004-10-04,2750000,2750000,wholesale sales,office,constr_type_3,Financial District/South Beach,94105,948781388119,San Francisco,CA,TRUE,0,2001,Jan,2003,Sep,999,2,127,1369
9119902S,additions alterations or repairs,701,Minnesota,St,"56 parking spaces within a type 1 garage,courtyard/deck area",complete,1991-10-21,1992-02-27,1993-11-05,1995-11-27,2650000,4800000,"warehouse,no frnitur",artist live/work,constr_type_3,Potrero Hill,94107,856246169255,San Francisco,CA,TRUE,2150000,1992,Feb,1993,Nov,617,1,129,1369
201808278419,additions alterations or repairs,1400,16th,St,"change of use. tenant improvement. expand previously approved lab, support spaces & accessory office on 1st fl into expansion space not covered under original permit. improvement work will be limited to interior only partitions, restrooms, mech, elect & plum. mep will be under separate permit",complete,2018-08-27,2019-09-23,2019-12-03,2021-09-23,2600000,800000,manufacturing,clinics-medic/dental,constr_type_3,Mission Bay,94103,1521142168094,San Francisco,CA,TRUE,-1800000,2019,Sep,2019,Dec,71,0,392,731
201505045299,otc alterations permit,270,Brannan,St,"2nd flr: min demo. construction of new offices, meeting rooms & break areas with includes non structural walls, new finishes & mep. maher na. no final  until core & shell is complete (pa# 2013-1217-4402)",complete,2015-05-04,2015-07-14,2017-08-16,2019-06-23,2562089,2562089,vacant lot,office,constr_type_1,Financial District/South Beach,94107,1380354167192,San Francisco,CA,TRUE,0,2015,Jul,2017,Aug,764,2,71,1440
200508220865,additions alterations or repairs,843,Montgomery,St,"rev.to approved pa# 2000/04/21/7880's'. change of use from office to residental, 2 story vertical addition.",complete,2005-08-22,2005-12-21,2008-04-03,2009-09-21,2500000,3100000,office,apartments,constr_type_2,Chinatown,94133,1026253295324,San Francisco,CA,TRUE,600000,2005,Dec,2008,Apr,834,3,121,1370
200608311168,additions alterations or repairs,16,Jessie,St,conversion of the existing office building into a residential building include up to 51 dwelling units and no off street parking will be provided. and some retail space at the ground floor will be remanied.,complete,2006-08-31,2007-09-19,2011-05-02,2011-06-19,2500000,2800000,office,apartments,constr_type_3,Financial District/South Beach,94105,1109076164520,San Francisco,CA,TRUE,300000,2007,Sep,2011,May,1321,4,384,1369
200608311168,additions alterations or repairs,30,Jessie,St,conversion of the existing office building into a residential building include up to 51 dwelling units and no off street parking will be provided. and some retail space at the ground floor will be remanied.,complete,2006-08-31,2007-09-19,2011-05-02,2011-06-19,2500000,2800000,office,apartments,constr_type_3,Financial District/South Beach,94105,1109077455514,San Francisco,CA,TRUE,300000,2007,Sep,2011,May,1321,4,384,1369
201103071510,additions alterations or repairs,4301,3rd,St,"site permit. change of use to ""e"" occupancy for ""college track"" restore (e) brick facade and add new 2nd floor within (e) building envelope.",complete,2011-03-07,2011-06-08,2012-12-14,2017-05-07,2500000,2500000,office,school,wood_frame_5,Bayview Hunters Point,94124,1232073178375,San Francisco,CA,TRUE,0,2011,Jun,2012,Dec,555,1,93,2160
201207306043,additions alterations or repairs,2,Harrison,St,"change of use. interior tenant improvement at suite, 138, 156, 146, 238 including converting a-3 to b use.",complete,2012-07-30,2012-08-29,2014-04-16,2018-07-29,2500000,2500000,food/beverage hndlng,office,constr_type_2,Financial District/South Beach,94105,1277750249323,San Francisco,CA,TRUE,0,2012,Aug,2014,Apr,595,2,30,2160
201508275469,additions alterations or repairs,50,Fremont,St,(mahner ordin. extended 155-13 not required)change of use:restaurant space into (n)child care facility on partial 1&2nd fls.restaurant space on 1st fl.office on 2/fl convert to child care. portions of (e)plaza converted to play area.,complete,2015-08-27,2016-08-22,2017-08-09,2020-08-01,2500000,2500000,office,day care center,constr_type_1,Financial District/South Beach,94105,1393696164573,San Francisco,CA,TRUE,0,2016,Aug,2017,Aug,352,1,361,1440
201508275469,additions alterations or repairs,50,Fremont,St,(mahner ordin. extended 155-13 not required)change of use:restaurant space into (n)child care facility on partial 1&2nd fls.restaurant space on 1st fl.office on 2/fl convert to child care. portions of (e)plaza converted to play area.,complete,2015-08-27,2016-08-22,2017-08-09,2020-08-01,2500000,2500000,office,day care center,constr_type_1,Financial District/South Beach,94105,1393697164581,San Francisco,CA,TRUE,0,2016,Aug,2017,Aug,352,1,361,1440
9103245,additions alterations or repairs,461,2nd,St,"shell improvements to existing bldg-stairs, elevators, walls",complete,1991-02-27,1991-09-30,1993-08-03,1994-09-30,2500000,5448000,office,artist live/work,constr_type_4,Financial District/South Beach,94107,813359166670,San Francisco,CA,TRUE,2948000,1991,Sep,1993,Aug,673,2,215,1096
200005139925,additions alterations or repairs,250,Brannan,St,seismic upgrade of umb new bldg lobby new bldg restrms new elevators hvac plant,complete,2000-05-13,2000-08-26,2001-12-12,2005-02-26,2500000,8000000,manufacturing,office,constr_type_3,Financial District/South Beach,94107,817712348066,San Francisco,CA,TRUE,5500000,2000,Aug,2001,Dec,473,1,105,1645
201507020526,additions alterations or repairs,1155,Market,St,"change of use. t-i includes new partitions, lighting, finishes and fixture throughout. structural work includes new interior connecting stair & floors 9-11 and flat roof skylight. new mechanical, electrical, plumbing and fire alarm will be the in area of work.",complete,2015-07-02,2015-12-01,2017-08-22,2019-11-10,2395639,2800000,office,apartments,constr_type_1,South of Market,94103,1387138164321,San Francisco,CA,TRUE,404361,2015,Dec,2017,Aug,630,2,152,1440
201609137499,additions alterations or repairs,200,Kansas,St,"site permit for change of use from retail (pc sec 102/210.3) to child care facility (pc sec 102/210.3) of 11,065 sf child care facility and associated 867 sf of expanded exterior play area. no construction under this site permit. mep and const. set to be submitted as addenda. n/a for maher ordinance",complete,2016-09-13,2017-04-18,2017-08-14,2020-04-02,2294148,2294148,retail sales,day care home gt 12,constr_type_3,Mission Bay,94103,1437949168087,San Francisco,CA,TRUE,0,2017,Apr,2017,Aug,118,0,217,1080
201709158742,additions alterations or repairs,2675,Geary,Blvd,change of use to e occupancy (daycare). horizontal addition of 7500 sq ft extension of (1) egress stair to the 4th level from (e) west stair. re-striping of parking lot. addition of (6) class 1 bike lockers & (14) class 2 bicyle parking spaces.** maher: n/a **,complete,2017-09-15,2018-09-24,2019-10-21,2021-09-08,2100000,2100000,retail sales,"day care, non-res",constr_type_1,Lone Mountain/USF,94115,147981589456,San Francisco,CA,TRUE,0,2018,Sep,2019,Oct,392,1,374,1080
200804300938,additions alterations or repairs,1725,Union,St,"the scope of the project for ""crunch fitness"" at 1725 union st in s.f. includes the following:1) demo of extg interior stair, abandoned hvac units, etc. 2) construction of new interior partitions. locker and restrooms, infill of extg opening in 2nd flr level, add of new accessible wheelchair lift",complete,2008-04-30,2008-09-10,2009-05-04,2011-08-26,2000000,2000000,retail sales,health studios & gym,constr_type_3,Marina,94123,1134179388949,San Francisco,CA,TRUE,0,2008,Sep,2009,May,236,1,133,1080
200806184781,additions alterations or repairs,25,Lusk,St,"renovation of (e) industrial bldg. consisting of a change of use from b occupancy on the basement,1st & 2nd flr to a2 restaurant use on basement, 1st flr and accessory use on 2nd flr. renovation will include removal of a portion of 1st floor includ interior stairs,restroom & changes to (e) facade.",complete,2008-06-18,2009-11-06,2011-03-14,2012-10-21,2000000,2000000,office,food/beverage hndlng,constr_type_3,South of Market,94107,1139865167703,San Francisco,CA,TRUE,0,2009,Nov,2011,Mar,493,2,506,1080
201403070169,additions alterations or repairs,229,Haight,St,mep work associated with  building remodel under pa#201308305692.,complete,2014-03-07,2014-09-30,2016-06-21,2017-09-14,2000000,2000000,office,apartments,wood_frame_5,Hayes Valley,94102,1334733490816,San Francisco,CA,TRUE,0,2014,Sep,2016,Jun,630,2,207,1080
201611233479,additions alterations or repairs,399,Geary,St,"change of occupancy. shell & core remodel & (n)3/f -no final completion until all related ti permits are complete. remodel an ""e"" 2 story concrete & masonry building. addition of partially enclosed 3rd flr with an open air-roof terrace. new elevation, new exit stairs, new mep.",complete,2016-11-23,2017-08-31,2019-04-22,2021-08-10,2000000,4091258.55,retail sales,food/beverage hndlng,constr_type_1,Tenderloin,94102,1450984508224,San Francisco,CA,TRUE,2091258.5499999998,2017,Aug,2019,Apr,599,2,281,1440
201805159091,otc alterations permit,125,Bayshore,Blvd,change extg warehouse into homeless shelter with laundry room. addition of modular trailers for toilet & bathing. new deck. minor site work for security & accessebility. minor  renovation to first floor of extg office bldg. n/a for maher,complete,2018-05-15,2018-05-31,2019-07-08,2021-05-15,2000000,2000000,workshop commercial,tourist hotel/motel,wood_frame_5,Bayview Hunters Point,94124,1508052459734,San Francisco,CA,TRUE,0,2018,May,2019,Jul,403,1,16,1080
201805159091,otc alterations permit,125,Bayshore,Blvd,change extg warehouse into homeless shelter with laundry room. addition of modular trailers for toilet & bathing. new deck. minor site work for security & accessebility. minor  renovation to first floor of extg office bldg. n/a for maher,complete,2018-05-15,2018-05-31,2019-07-08,2021-05-15,2000000,2000000,workshop commercial,tourist hotel/motel,wood_frame_5,Bayview Hunters Point,94124,1508053381904,San Francisco,CA,TRUE,0,2018,May,2019,Jul,403,1,16,1080
200011044925,additions alterations or repairs,150,Powell,St,remodel (e) bldg/vertical and horizontal addition-seismic upgrade new electrical new mechanical,complete,2000-11-04,2004-07-19,2006-11-30,2009-01-19,2000000,12550000,retail sales,apartments,constr_type_2,Financial District/South Beach,94102,83515069775,San Francisco,CA,TRUE,10550000,2004,Jul,2006,Nov,864,2,1353,1645
200205035622,additions alterations or repairs,333,Ofarrell,St,"remodel basement space from restaurant to spa, remodel 1st story retail space to fitness room",complete,2002-05-03,2002-06-21,2003-03-25,2004-12-21,2000000,2000000,food/beverage hndlng,health studios & gym,constr_type_1,Tenderloin,94102,909024374275,San Francisco,CA,TRUE,0,2002,Jun,2003,Mar,277,1,49,914
200302127291,additions alterations or repairs,965,Geneva,Av,"addition/alt to exist theater structure as follows,horiz addition of 434 sf on gr flr,rmv exist mezz",complete,2003-02-12,2003-04-28,2005-03-23,2005-10-28,2000000,2000000,theater,apartments,wood_frame_5,Excelsior,94112,942497429066,San Francisco,CA,TRUE,0,2003,Apr,2005,Mar,695,2,75,914
200302127291,additions alterations or repairs,985,Geneva,Av,"addition/alt to exist theater structure as follows,horiz addition of 434 sf on gr flr,rmv exist mezz",complete,2003-02-12,2003-04-28,2005-03-23,2005-10-28,2000000,2000000,theater,apartments,wood_frame_5,Excelsior,94112,942498429068,San Francisco,CA,TRUE,0,2003,Apr,2005,Mar,695,2,75,914
201202073746,additions alterations or repairs,3155,Scott,St,"remodel basement & 1st floors. upgrade seismic. ada, elec, mech system. 4 new ada units on 2nd floor. 3 new bathrooms on 3rd floor. new lula elevator for floors b-2. replace roofing. new exterior upgrades. new windows. (e) tourist hotel will be a future residential apartment for youth housing.",complete,2012-02-07,2013-10-10,2014-11-19,2016-09-24,1940000,1940000,tourist hotel/motel,apartments,wood_frame_5,Marina,94123,1261784258145,San Francisco,CA,TRUE,0,2013,Oct,2014,Nov,405,1,611,1080
200609283617,additions alterations or repairs,1596,Church,St,"horizontal & vertial addition: selective demo of (e) church structure w/ new vertical addition to create 4 story mixed use building housing 6 residential units, res. parking garage & street front commercial space",complete,2006-09-28,2007-09-25,2012-10-30,2010-03-25,1800000,2246000,church,apartments,wood_frame_5,Noe Valley,94131,1069045361310,San Francisco,CA,TRUE,446000,2007,Sep,2012,Oct,1862,5,362,912
201010143017,additions alterations or repairs,527,Stevenson,St,"interior renovation & remodeling of commercial building to 67 residential units with (e) parking to remain ground floor, 210 square feet commercial use.change of use",complete,2010-10-14,2012-06-01,2015-08-03,2018-05-01,1800000,4745676,office,apartments,wood_frame_5,South of Market,94103,1270249164331,San Francisco,CA,TRUE,2945676,2012,Jun,2015,Aug,1158,3,596,2160
